s^id^name^type^gNPC^gTime^gHp^endX^endY^endRange^focusName^skill^event^delayTime^next^b
0^300040^行走AI1_1_5^1^ ^0^-1^16^40^0^ ^0^0^0^0^0
0^300041^行走AI1_1_5^1^ ^0^-1^42^30^0^ ^0^0^0^0^0
0^300042^行走2_3_3^1^ ^0^-1^40^29^0^ ^0^0^0^0^0
0^300043^行走2_3_5^1^ ^0^-1^40^67^0^ ^0^0^0^0^0
0^300044^行走2_4_4^3^ ^0^90^0^0^0^ ^0^0^0^300045^0
0^300045^行走2_4_4^1^ ^0^-1^10^30^0^ ^0^0^0^0^0
0^300046^行走1_7_4^1^ ^0^-1^53^28^0^ ^0^0^0^0^0
0^300047^行走1_7_4^1^ ^0^-1^53^34^0^ ^0^0^0^0^0
0^300048^行走1_7_4^1^ ^0^-1^53^40^0^ ^0^0^0^0^0
0^300049^salva巡逻1_1_3_1^1^ ^0^-1^35^29^0^ ^0^0^0^300050^0
0^300050^salva巡逻1_1_3_2^1^ ^0^-1^35^19^0^ ^0^0^0^300369^0
0^300051^行走2_9_1^2^ ^0^-1^0^0^0^ ^0^700003^0^300053^0
0^300052^行走2_9_1^2^ ^0^-1^0^0^0^ ^0^700004^0^300054^0
0^300053^行走2_9_1^1^ ^0^-1^24^38^0^ ^0^0^0^0^0
0^300054^行走2_9_1^1^ ^0^-1^24^45^0^ ^0^0^0^0^0
0^300055^行走2_5_4^1^ ^0^-1^78^29^0^ ^0^0^0^0^0
0^300056^行走2_5_4^1^ ^0^-1^4^22^0^ ^0^700304^0^0^0
0^300057^行走3_5_1_1^1^ ^0^-1^36^55^0^ ^0^0^0^0^0
0^300058^行走3_5_1_2^1^ ^0^-1^46^55^0^ ^0^0^0^0^0
0^300059^行走3_5_1_3^1^ ^0^-1^57^55^0^ ^0^0^0^0^0
0^300060^行走3_4_1^1^ ^0^-1^8^35^0^ ^0^0^0^0^0
0^300061^行走3_5_2^1^ ^0^-1^51^35^0^ ^0^0^0^0^0
0^300301^巡逻AI12^1^ ^0^-1^58^115^0^ ^0^0^0^300302^0
0^300302^巡逻AI12^1^ ^0^-1^58^35^0^ ^0^0^0^300301^0
0^300303^冰精灵寻路AI^1^ ^0^-1^23^58^0^ ^0^0^0^0^0
0^300304^幽影精灵寻路AI^1^ ^0^-1^51^59^0^ ^0^0^0^0^0
0^300305^活化精灵寻路AI^1^ ^0^-1^76^46^0^ ^0^0^0^0^0
0^300306^NPC寻路AI^1^ ^0^-1^24^49^0^ ^0^0^0^0^0
0^300307^怪物寻路AI^1^ ^0^-1^74^45^0^ ^0^0^20^0^0
0^300308^士兵寻路AI^1^ ^0^-1^36^31^0^ ^0^0^0^0^0
0^300309^长老寻路AI^1^ ^0^-1^44^31^0^ ^0^0^0^0^0
0^300310^长老寻路AI^1^ ^0^-1^45^20^0^ ^0^0^0^300311^0
0^300311^长老寻路AI^2^ ^0^-1^0^0^0^ ^0^0^5^300312^0
0^300312^长老寻路AI^1^ ^0^-1^45^39^0^ ^0^0^0^300313^0
0^300313^士兵寻路AI^1^ ^0^-1^33^40^0^ ^0^0^0^300314^0
0^300314^长老寻路AI^1^ ^0^-1^33^63^0^ ^0^0^0^300315^0
0^300315^长老寻路AI^2^ ^0^-1^0^0^0^ ^0^0^5^300316^0
0^300316^长老寻路AI^1^ ^0^-1^70^65^0^ ^0^0^0^0^0
0^300317^长老寻路AI^1^ ^0^-1^63^17^0^ ^0^0^0^300318^0
0^300318^长老寻路AI^2^ ^0^-1^0^0^0^ ^0^0^1^300319^0
0^300319^长老寻路AI^1^ ^0^-1^63^60^0^ ^0^0^0^300320^0
0^300320^长老寻路AI^2^ ^0^-1^0^0^0^ ^0^0^1^300321^0
0^300321^长老寻路AI^1^ ^0^-1^72^61^0^ ^0^0^0^0^0
0^300322^原住民寻路1AI^1^ ^0^-1^12^22^0^ ^0^0^0^0^0
0^300323^原住民寻路1AI^1^ ^0^-1^9^19^0^ ^0^0^0^0^0
0^300324^原住民寻路2AI^1^ ^0^-1^57^27^0^ ^0^0^0^300325^0
0^300325^原住民寻路2AI^1^ ^0^-1^11^27^0^ ^0^0^0^300326^0
0^300326^原住民寻路2AI^1^ ^0^-1^11^19^0^ ^0^0^0^0^0
0^300327^原住民寻路3AI^1^ ^0^-1^80^27^0^ ^0^0^0^300328^0
0^300328^原住民寻路3AI^1^ ^0^-1^13^27^0^ ^0^0^0^300329^0
0^300329^原住民寻路3AI^1^ ^0^-1^13^19^0^ ^0^0^0^0^0
0^300330^原住民寻路4AI^1^ ^0^-1^122^27^0^ ^0^0^0^300331^0
0^300331^原住民寻路4AI^1^ ^0^-1^15^27^0^ ^0^0^0^300332^0
0^300332^原住民寻路4AI^1^ ^0^-1^15^19^0^ ^0^0^0^0^0
0^300333^原住民寻路5AI^1^ ^0^-1^143^27^0^ ^0^0^0^300334^0
0^300334^原住民寻路5AI^1^ ^0^-1^17^27^0^ ^0^0^0^300335^0
0^300335^原住民寻路5AI^1^ ^0^-1^17^19^0^ ^0^0^0^0^0
0^300336^原住民寻路6AI^1^ ^0^-1^164^27^0^ ^0^0^0^300337^0
0^300337^原住民寻路6AI^1^ ^0^-1^19^27^0^ ^0^0^0^300338^0
0^300338^原住民寻路6AI^1^ ^0^-1^19^19^0^ ^0^0^0^0^0
0^300339^恐鼠寻路1AI^1^ ^0^-1^45^39^0^ ^0^0^0^0^0
0^300340^恐鼠寻路2AI^1^ ^0^-1^45^43^0^ ^0^0^0^0^0
0^300341^恐鼠寻路3AI^1^ ^0^-1^45^49^0^ ^0^0^0^0^0
0^300342^恐鼠寻路4AI^1^ ^0^-1^45^58^0^ ^0^0^0^0^0
0^300343^恐鼠寻路5AI^1^ ^0^-1^45^53^0^ ^0^0^0^0^0
0^300344^怪物寻路1AI^1^ ^0^-1^62^9^0^ ^0^0^0^306093^0
0^300345^怪物寻路2AI^1^ ^0^-1^62^72^0^ ^0^0^0^306094^0
0^300346^怪物寻路1AI^1^ ^0^-1^7^29^0^ ^0^0^0^300347^0
0^300347^怪物寻路2AI^1^ ^0^-1^14^29^0^ ^0^0^0^300346^0
0^300348^变异者寻路1AI^1^ ^0^-1^24^48^0^ ^0^0^0^0^0
0^300349^变异者寻路2AI^1^ ^0^-1^44^58^0^ ^0^0^0^0^0
0^300350^变异者寻路3AI^1^ ^0^-1^64^68^0^ ^0^0^0^0^0
0^300351^隐形人AI^1^ ^0^-1^12^26^0^ ^0^0^0^300352^0
0^300352^隐形人AI^2^ ^0^-1^0^0^0^ ^20366^0^0^306081^0
0^300353^怪兽寻路1AI^1^ ^0^-1^36^63^0^ ^0^0^0^300354^0
0^300354^怪兽寻路2AI^1^ ^0^-1^36^22^0^ ^0^0^0^0^0
0^300355^法师1_1_5寻路AI1^1^ ^0^-1^41^40^0^ ^0^0^10^300356^0
0^300356^法师1_1_5寻路AI2^1^ ^0^-1^42^30^0^ ^0^0^0^300357^0
0^300357^法师1_1_5寻路AI3^1^ ^0^-1^52^30^0^ ^0^0^0^300358^0
0^300358^法师1_1_5寻路AI4^1^ ^0^-1^52^50^0^ ^0^0^0^300359^0
0^300359^法师1_1_5寻路AI5^1^ ^0^-1^72^50^0^ ^0^0^0^0^0
0^300360^枪手1_1_5寻路AI1^1^ ^0^-1^22^40^0^ ^0^0^0^300361^0
0^300361^枪手1_1_5寻路AI2^1^ ^0^-1^12^40^0^ ^0^0^0^300362^0
0^300362^枪手1_1_5寻路AI3^1^ ^0^-1^32^40^0^ ^0^0^0^300363^0
0^300363^枪手1_1_5寻路AI4^1^ ^0^-1^32^30^0^ ^0^0^0^300364^0
0^300364^枪手1_1_5寻路AI5^1^ ^0^-1^52^30^0^ ^0^0^0^300365^0
0^300365^枪手1_1_5寻路AI5^1^ ^0^-1^52^50^0^ ^0^0^0^300366^0
0^300366^枪手1_1_5寻路AI6^1^ ^0^-1^72^50^0^ ^0^0^0^0^0
0^306367^火球移动2_7_3_1^1^^0^-1^21^50^0^ ^0^0^0^306063^0
0^306368^火球移动2_7_3_2^1^^0^-1^31^50^0^ ^0^0^0^306064^0
0^300369^salva巡逻1_1_3_3^1^ ^0^-1^55^19^0^ ^0^0^0^300370^0
0^300370^salva巡逻1_1_3_4^1^ ^0^-1^55^29^0^ ^0^0^0^300049^0
0^301001^随机走AI1^1^ ^0^-1^40^20^20^ ^0^0^0^301001^0
0^301002^2_1_1恐鼠随机走1^1^ ^0^-1^30^25^5^ ^0^0^0^301002^0
0^301003^2_1_1恐鼠随机走2^1^ ^0^-1^47^48^5^ ^0^0^0^301003^0
0^302001^跟随走AI1^1^ ^0^-1^0^0^0^name^0^0^0^300041^0
0^302002^跟随走Ai1^1^^0^-1^0^0^0^Salva1^0^0^0^302002^0
0^302003^跟随走Ai2^1^^0^-1^0^0^0^Salva2^0^0^0^302003^0
0^302042^跟随走Ai3^4^^0^-1^0^0^0^Gate^0^0^0^302043^0
0^302043^跟随走Ai3^1^^0^-1^47^52^0^ ^0^0^0^302043^0
0^302301^跟随走AI12^1^ ^0^-1^0^0^0^salva10^0^0^0^302301^0
0^302302^跟随走AI12^1^ ^0^-1^0^0^0^Elder^0^0^0^302302^0
0^302303^跟随走AI^1^ ^0^0^0^0^0^hero^0^0^0^302303^0
0^303001^呼叫AI1^1^ ^0^30^40^20^0^ ^0^0^0^0^0
0^304001^呼叫某人AI1^1^ ^0^30^0^0^0^name^0^0^0^0^0
0^305001^AI集^0^ ^0^0^0^0^0^ ^0^0^0^300001|？^0
0^305301^恐鼠AI集^0^ ^0^-1^0^0^0^ ^0^0^0^300343|306336^0
0^305302^刷怪AI集1^0^ ^0^-1^0^0^0^ ^0^0^0^300344|306315^0
0^305303^刷怪AI集2^0^ ^0^-1^0^0^0^ ^0^0^0^300345|306316^0
0^305304^旋转机关ai集1^0^ ^0^-1^0^0^0^ ^0^0^0^306345|306346^0
0^306001^buildAI^2^ ^0^-1^0^0^0^ ^0^0^0^306001^0
0^306002^buildAI_1_7_4^2^ ^0^-1^0^0^0^ ^20044^0^6^306028^0
0^306003^buildAI_2_1_3^2^ ^0^-1^0^0^0^ ^20043^0^5^306003^0
0^306004^buildAI_2_3_3^2^ ^0^-1^0^0^0^ ^20052^0^0^306015^0
0^306005^buildAI_2_3_3^2^ ^0^-1^0^0^0^ ^20053^0^4^306016^0
0^306006^buildAI_2_3_3^2^ ^0^-1^0^0^0^ ^20054^0^7^306017^0
0^306007^buildAI_2_5_3^2^ ^0^-1^0^0^0^ ^20057^0^0.1^306008^0
0^306008^buildAI_2_5_3^2^ ^0^-1^0^0^0^ ^20057^0^0.1^306009^0
0^306009^buildAI_2_5_3^2^ ^0^-1^0^0^0^ ^20057^0^0.1^306010^0
0^306010^buildAI_2_5_3^2^ ^0^-1^0^0^0^ ^20057^0^0.1^306011^0
0^306011^buildAI_2_5_3^2^ ^0^-1^0^0^0^ ^20057^0^0.1^306092^0
0^306012^鼠洞刷怪2_1_1^2^^0^-1^0^0^0^ ^20061^0^3^0^0
0^306013^刷新怪物AI^2^^0^-1^0^0^0^ ^20063^0^0^306034^0
0^306014^刷新钻石AI2_3_1^2^^0^-1^0^0^0^ ^20079^0^3^306038^0
0^306015^buildAI_2_3_3^2^ ^0^-1^0^0^0^ ^20052^0^7^306048^0
0^306016^buildAI_2_3_3^2^ ^0^-1^0^0^0^ ^20053^0^7^306049^0
0^306017^buildAI_2_3_3^2^ ^0^-1^0^0^0^ ^20054^0^7^306050^0
0^306018^接306309自杀^2^^0^-1^0^0^0^ ^0^702019^0^0^0
0^306019^接透明人移动2_7_3_1^2^^0^-1^0^0^0^ ^20414^700302^0^0^0
0^306020^接透明人移动2_7_3_2^2^^0^-1^0^0^0^ ^20415^700302^0^0^0
0^306021^接透明人移动2_7_3_3^2^^0^-1^0^0^0^ ^20416^700302^0^0^0
0^306022^接透明人移动2_7_3_4^2^^0^-1^0^0^0^ ^20417^700302^0^0^0
0^306023^杀掉宝箱AI2_6_2^2^^0^-1^0^0^0^ ^0^700304^0^0^0
0^306024^刷新怪物1_1_5^2^^0^-1^0^0^0^ ^20067^0^0.01^306025^0
0^306025^刷新怪物1_1_5^2^^0^-1^0^0^0^ ^20067^0^0.01^306026^0
0^306026^刷新怪物1_1_5^2^^0^-1^0^0^0^ ^20067^0^0.01^306027^0
0^306027^刷新怪物1_1_5^2^^0^-1^0^0^0^ ^20067^0^0.01^0^0
0^306028^buildAI_1_7_4^2^ ^0^-1^0^0^0^ ^20044^0^10^306028^0
0^306029^buildAI_2_1_3^2^ ^0^-1^0^0^0^ ^20043^0^5^0^0
0^306030^刷新钻石AI^2^^0^-1^0^0^0^ ^20306^0^5^0^0
0^306031^鼠洞刷怪2_2_2^2^^0^-1^0^0^0^ ^20071^0^0^0^0
0^306032^刷新钻石AI2_2_2^2^^0^-1^0^0^0^ ^20073^0^0^0^0
0^306033^build走向门2_2_2^2^^0^0^0^0^0^ ^0^702021^0^0^0
0^306034^刷新怪物AI^2^^0^-1^0^0^0^ ^20063^0^12^306034^0
0^306035^2_2_1自杀^2^^0^-1^0^0^0^ ^0^0^3^306036^0
0^306036^2_2_1自杀^2^^0^-1^0^0^0^ ^0^700304^0^0^0
0^306037^2_2_2自杀^2^^0^-1^0^0^0^ ^0^700304^0^0^0
0^306038^刷新钻石AI2_3_1^2^^0^-1^0^0^0^ ^20079^0^3^306039^0
0^306039^刷新钻石AI2_3_1^2^^0^-1^0^0^0^ ^20079^0^3^306040^0
0^306040^刷新钻石AI2_3_1^2^^0^-1^0^0^0^ ^20079^0^3^306041^0
0^306041^刷新钻石AI2_3_1^2^^0^-1^0^0^0^ ^20079^0^3^0^0
0^306042^鼠洞刷怪AI2_2_3^2^hero^0^-1^0^0^0^ ^20077^0^0^0^0
0^306043^刷新怪物AI^2^^0^-1^0^0^0^ ^20078^0^0^306044^0
0^306044^刷新怪物AI^2^^0^-1^0^0^0^ ^20078^0^3^306045^0
0^306045^刷新怪物AI^2^^0^-1^0^0^0^ ^20078^0^3^306046^0
0^306046^刷新怪物AI^2^^0^-1^0^0^0^ ^20078^0^3^306047^0
0^306047^刷新怪物AI^2^^0^-1^0^0^0^ ^20078^0^3^0^0
0^306048^buildAI_2_3_3^2^ ^0^-1^0^0^0^ ^20052^0^7^306051^0
0^306049^buildAI_2_3_3^2^ ^0^-1^0^0^0^ ^20053^0^7^306052^0
0^306050^buildAI_2_3_3^2^ ^0^-1^0^0^0^ ^20054^0^7^306053^0
0^306051^buildAI_2_3_3^2^ ^0^-1^0^0^0^ ^20052^0^7^0^0
0^306052^buildAI_2_3_3^2^ ^0^-1^0^0^0^ ^20053^0^7^0^0
0^306053^buildAI_2_3_3^2^ ^0^-1^0^0^0^ ^20054^0^7^0^0
0^306054^刷新钻石AI2_3_4^2^^0^-1^0^0^0^ ^20080^0^4^306055^0
0^306055^刷新钻石AI2_3_4^2^^0^-1^0^0^0^ ^20080^0^4^306056^0
0^306056^刷新钻石AI2_3_4^2^^0^-1^0^0^0^ ^20080^0^4^306057^0
0^306057^刷新钻石AI2_3_4^2^^0^-1^0^0^0^ ^20080^0^4^306058^0
0^306058^刷新钻石AI2_3_4^2^^0^-1^0^0^0^ ^20080^0^4^306059^0
0^306059^刷新钻石AI2_3_4^2^^0^-1^0^0^0^ ^20080^0^0^0^0
0^306060^2_3_4自杀^2^^0^-1^0^0^0^ ^0^0^3^306061^0
0^306061^2_3_4自杀^2^^0^-1^0^0^0^ ^0^700304^0^0^0
0^306062^鼠洞刷怪2_4_3^2^^0^-1^0^0^0^ ^20082^0^0^0^0
0^306063^火球移动2_7_3_1^2^^0^-1^0^0^0^ ^0^700303^0^0^0
0^306064^火球移动2_7_3_2^2^^0^-1^0^0^0^ ^0^700303^0^0^0
0^306065^火球移动2_7_3_3^2^^0^-1^0^0^0^ ^0^700303^0^0^0
0^306066^火球移动2_7_3_4^2^^0^-1^0^0^0^ ^0^700303^0^0^0
0^306067^buildAI_1_7_4^2^ ^0^-1^0^0^0^ ^20088^0^6^306069^0
0^306068^buildAI_1_7_4^2^ ^0^-1^0^0^0^ ^20089^0^6^306070^0
0^306069^buildAI_1_7_4^2^ ^0^-1^0^0^0^ ^20088^0^10^306069^0
0^306070^buildAI_1_7_4^2^ ^0^-1^0^0^0^ ^20089^0^10^306070^0
0^306071^刷造怪的2_3_3^2^^0^-1^0^0^0^ ^20090^0^0^306072^0
0^306072^刷造怪的2_3_3^2^^0^-1^0^0^0^ ^20090^0^14^306072^0
0^306073^走左2_3_3^1^^0^-1^26^27^0^ ^0^0^0^306100^0
0^306074^走下2_3_3^1^^0^-1^45^44^0^ ^0^0^0^306101^0
0^306075^走右2_3_3^1^^0^-1^53^36^0^ ^0^0^0^306102^0
0^306076^造怪2_3_3^2^^0^-1^0^0^0^ ^20091^0^0^306077^0
0^306077^自杀2_3_3^2^^0^-1^0^0^0^ ^0^700304^0^0^0
0^306078^随机造2_5_1^2^^0^-1^0^0^0^ ^20092^0^0^306079^0
0^306079^自杀2_5_1^2^^0^-1^0^0^0^ ^0^700304^0^0^0
0^306080^透明人自杀1_10_4_2^2^^0^-1^0^0^0^ ^0^700304^0^0^0
0^306081^1_8_5自杀^2^ ^0^-1^0^0^0^ ^0^700304^0^0^0
0^306082^2_7_5^2^ ^0^-1^0^0^0^ ^0^702347^0^0^0
0^306083^透明人移动2_7_2_1^2^^0^-1^0^0^0^ ^20426^0^1^306086^0
0^306084^透明人移动2_7_2_2^2^^0^-1^0^0^0^ ^20427^0^1^306087^0
0^306085^透明人移动2_7_2_3^2^^0^-1^0^0^0^ ^20428^0^1^306088^0
0^306086^透明人自杀2_7_2_1^2^^0^-1^0^0^0^ ^0^700304^0^0^0
0^306087^透明人自杀2_7_2_2^2^^0^-1^0^0^0^ ^0^700304^0^0^0
0^306088^透明人自杀2_7_2_3^2^^0^-1^0^0^0^ ^0^700304^0^0^0
0^306089^透明人刷怪2_6_1_1^2^^0^-1^0^0^0^ ^0^700304^0^0^0
0^306090^透明人刷怪2_6_1_2^2^^0^-1^0^0^0^ ^0^700304^0^0^0
0^306091^透明人刷怪2_6_1_3^2^^0^-1^0^0^0^ ^0^700304^0^0^0
0^306092^透明人自杀2_5_3^2^^0^-1^0^0^0^ ^0^700304^0^0^0
0^306093^空白延迟2_5_3^2^^0^-1^0^0^0^ ^0^0^15^306007^0
0^306094^空白延迟2_5_3^2^^0^-1^0^0^0^ ^0^0^15^306007^0
0^306095^空白延迟2_9_1^2^^0^-1^0^0^0^ ^0^0^0^306330^0
0^306096^空白延迟2_9_1^2^^0^-1^0^0^0^ ^0^0^0^306331^0
0^306097^透明人移动2_6_3刷巨型恐鼠^2^^0^-1^0^0^0^ ^20423^0^0^306379^0
0^306098^指定目标AI2^2^^0^-1^0^0^0^^0^702329^0^0^0
0^306099^自杀2_5_5^2^^0^-1^0^0^0^^0^700304^0^0^0
0^306100^走左2_3_3^1^^0^-1^3^31^0^ ^0^0^0^306076^0
0^306101^走下2_3_3^1^^0^-1^40^68^0^ ^0^0^0^306076^0
0^306102^走右2_3_3^1^^0^-1^77^31^0^ ^0^0^0^306076^0
0^306103^刷新怪物AI2^2^^0^-1^0^0^0^ ^20311^0^0^0^0
0^306104^刷新怪物AI3^2^^0^-1^0^0^0^ ^20312^0^0^0^0
0^306105^刷新怪物AI4^2^^0^-1^0^0^0^ ^20313^0^0^0^0
0^306106^刷新宝石3_1_1^2^ ^0^-1^0^0^0^ ^0^0^5^306107^0
0^306107^刷新宝石3_1_1^2^ ^0^-1^0^0^0^ ^20101^0^5^306107^0
0^306108^刷新怪物3_1_1^2^ ^0^-1^0^0^0^ ^0^0^20^306109^0
0^306109^刷新怪物3_1_1^2^ ^0^-1^0^0^0^ ^20102^0^1^306110^0
0^306110^刷新怪物3_1_1^2^ ^0^-1^0^0^0^ ^20102^0^1^306111^0
0^306111^刷新怪物3_1_1^2^ ^0^-1^0^0^0^ ^20102^0^1^306112^0
0^306112^刷新怪物3_1_1^2^ ^0^-1^0^0^0^ ^20102^0^1^306113^0
0^306113^刷新怪物3_1_1^2^ ^0^-1^0^0^0^ ^20102^0^0^0^0
0^306114^刷新宝石3_2_2^2^ ^0^-1^0^0^0^ ^0^0^1^306118^0
0^306115^刷新宝石3_2_2^2^ ^0^-1^0^0^0^ ^0^0^2^306118^0
0^306116^刷新宝石3_2_2^2^ ^0^-1^0^0^0^ ^0^0^3^306118^0
0^306117^刷新宝石3_2_2^2^ ^0^-1^0^0^0^ ^0^0^4^306118^0
0^306118^刷新宝石3_2_2^2^ ^0^-1^0^0^0^ ^20101^0^5^306118^0
0^306119^刷新怪物3_2_2^2^ ^0^-1^0^0^0^ ^0^0^20^306120^0
0^306120^刷新怪物3_2_2^2^ ^0^-1^0^0^0^ ^20106^0^6^306120^0
0^306121^刷新怪物3_3_1_1^2^ ^0^-1^0^0^0^ ^0^0^90^306122^0
0^306122^刷新怪物3_3_1_1^2^ ^0^-1^0^0^0^ ^20107^0^0^0^0
0^306123^刷新怪物3_3_2^2^ ^0^-1^0^0^0^ ^0^0^60^306124^0
0^306124^刷新怪物3_3_2^2^ ^0^-1^0^0^0^ ^20108^0^0^0^0
0^306125^刷新宝石3_3_2^2^ ^0^-1^0^0^0^ ^0^0^2^306126^0
0^306126^刷新宝石3_3_2^2^ ^0^-1^0^0^0^ ^20109^0^10^306126^0
0^306127^刷新延迟3_4_1^2^ ^0^-1^0^0^0^ ^0^0^35^306128^0
0^306128^刷新怪物3_4_1^2^ ^0^-1^0^0^0^ ^20110^0^0^306129^0
0^306129^杀死trigger3_4_1^2^ ^0^-1^0^0^0^ ^0^702035^0^0^0
0^306301^鼠洞刷怪2_1_1^2^^0^-1^0^0^0^ ^20301^0^3^0^0
0^306302^鼠洞刷怪AI2^2^^0^-1^0^0^0^ ^20303^0^0^0^0
0^306303^刷新怪物AI^2^^0^-1^0^0^0^ ^20305^0^5^306303^0
0^306304^刷新钻石AI^2^^0^-1^0^0^0^ ^20306^0^5^306304^0
0^306305^鼠洞刷怪AI3^2^hero^0^-1^0^0^0^ ^20307^0^0^0^0
0^306306^刷新宝物AI2_2_3^2^^0^-1^0^0^0^ ^20308^0^0^0^0
0^306307^怪物自杀AI^2^^0^-1^0^0^0^ ^20309^0^5^306307^0
0^306308^鼠洞刷怪AI3^2^^0^-1^0^0^0^ ^20310^0^6^306308^0
0^306309^NPC自杀AI^2^^0^-1^0^0^0^ ^0^0^3^306018^0
0^306310^刷新怪物AI2^2^^0^-1^0^0^0^ ^0^0^0^306103^0
0^306311^刷新怪物AI3^2^^0^-1^0^0^0^ ^0^0^5^306104^0
0^306312^刷新怪物AI4^2^^0^-1^0^0^0^ ^0^0^10^306105^0
0^306313^刷新NPCAI^2^^0^-1^0^0^0^ ^20314^0^7^0^0
0^306314^刷新怪物AI5^2^^0^-1^0^0^0^ ^20315^0^0^306092^0
0^306315^指定目标AI1^2^^0^-1^0^0^0^^0^702328^0^0^0
0^306316^指定目标AI2^2^^0^-1^0^0^0^^0^0^14^306098^0
0^306317^指定目标AI3^2^Gate1^0^-1^0^0^0^^20312^0^0^0^0
0^306318^指定目标AI4^2^Gate2^0^-1^0^0^0^^20312^0^0^0^0
0^306319^刷新NPCAI1^2^^0^-1^0^0^0^ ^20317^0^0^0^0
0^306320^NPC巡逻AI^1^^0^-1^7^29^0^ ^0^0^0^306320^0
0^306321^刷新NPCAI2^2^^0^-1^0^0^0^ ^20318^0^0^0^0
0^306322^刷新NPCAI^2^^0^-1^0^0^0^ ^20319^0^0^0^0
0^306323^zhanglao脱出^1^^0^-1^3^3^0^ ^0^700314^0^306099^0
0^306324^刷新宝箱AI^2^^0^-1^0^0^0^ ^20321^0^0^306023^0
0^306325^刷新白虎AI^2^^0^-1^0^0^0^ ^20324^0^1^0^0
0^306326^刷新白虎AI^2^^0^-1^0^0^0^ ^20324^0^4^0^0
0^306327^刷新白虎AI^2^^0^-1^0^0^0^ ^20324^0^7^0^0
0^306328^刷新变异者AI^2^^0^-1^0^0^0^ ^20337^0^5^0^0
0^306329^刷新钻石AI^2^^0^-1^0^0^0^ ^20339^0^0^306329^0
0^306330^刷新NPCAI^2^^0^-1^0^0^0^ ^20340^0^0^0^0
0^306331^刷新NPCAI^2^^0^-1^0^0^0^ ^20341^0^5^0^0
0^306332^掉落钻石AI^3^^0^0^0^0^0^ ^20357^0^0^0^0
