0^50032^龙柱1_2_5_1^DragonColumn1^1^1^ ^3^3^1^1^0^idle|say^ ^ ^ ^ ^ ^0^0^1^0^0^0^0^1^0^50^0^0^ ^1^0^0^0^1^1^0^0^70018^0^0^0^dragoncolumn^3^140^0
0^50033^龙柱^DragonColumn1^3^3^ ^3^3^1^1^0^idle|say^ ^ ^ ^ ^ ^0^0^1^0^0^0^0^1^0^50^0^0^ ^1^0^0^0^1^1^0^0^70006^0^0^0^dragoncolumn^3^140^0
0^50034^龙柱^DragonColumn1^1^1^ ^3^3^1^1^0^idle|say^ ^ ^ ^ ^ ^0^0^1^0^0^0^0^1^0^50^0^0^ ^1^0^0^0^1^1^0^0^70010^0^0^0^dragoncolumn^3^140^0
0^50035^印记魔符1_10_3^ImpressSigil^1^3^ ^3^3^1^1^0^idle|say^ ^ ^ ^ ^ ^0^0^1^0^0^0^0^1^0^50^0^0^ ^1^0^0^0^1^1^0^0^70102^0^0^0^sigil^3^240^0
0^50036^龙柱^DragonColumn1^1^1^ ^3^3^1^1^0^idle|say^ ^ ^ ^ ^ ^0^0^1^0^0^0^0^1^0^50^0^0^ ^1^0^0^0^1^1^0^0^70105^0^0^0^dragoncolumn^3^140^0
0^50037^龙柱1_5_3^DragonColumn1^3^3^ ^3^3^0^1^0^idle|say^ ^ ^ ^ ^ ^0^0^1^0^0^0^0^1000^0^50^0^0^ ^1^0^0^0^1^1^0^0^70025^0^0^0^dragoncolumn^3^140^0
0^50038^消失的树丛1_5_3^MagicTree^1^3^ ^3^3^1^1^0^idle|say^ ^ ^ ^ ^ ^0^0^1^0^0^0^0^1^0^50^0^0^ ^1^0^0^0^1^1^0^0^70027^0^0^0^bush^3^140^0
0^50051^仙女龙^Puck^1^1^ ^3^3^1^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20022^0^30^0^15^1^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^puck^3^140^0
0^50061^魔法白虎^Tiger^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20023^0^240^0^15^1^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^tiger^3^140^0
0^50062^魔法白虎1_3_4^Tiger^1^1^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20059^0^3000^0^30^1.6^0^ ^1^0^0^1^1^1^0^300028^0^0^0^0^tiger^3^140^0
0^50063^白虎石雕1_3_4^TigerStone^3^3^ ^3^3^1^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^0^0^300^0^50^0^0^ ^1^0^0^1^1^1^0^0^70116^0^0^0^tigerstone^3^140^0
0^50064^发光的符文^Symbol^3^3^ ^3^3^0^0^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^0^0^300^0^50^0^0^ ^1^0^0^1^1^1^0^0^70117^0^0^0^tigerstone^3^140^0
0^50065^白虎石雕1_4_4^TigerStone^3^3^ ^3^3^1^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^0^0^240^0^18^0^0^ ^1^0^0^1^1^1^0^0^70118^0^0^0^tigerstone^3^140^0
0^50066^魔法白虎^Tiger^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20023^0^240^0^20^1.3^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^tiger^3^140^0
0^50067^白虎石雕1_4_5^TigerStone^3^3^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^0^0^300^0^50^0^0^ ^1^0^0^1^1^1^0^0^70121^0^0^0^tigerstone^3^140^0
0^50068^魔法白虎1_4_5^Tiger^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20046^0^3000^0^10^2.3^0^ ^1^0^0^1^1^1^0^300032^0^0^0^0^tiger^3^140^0
0^50069^魔法白虎1_7_1^Tiger^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20023^0^240^0^45^1.3^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^tiger^3^140^0
0^50071^罗格兽^Rogue^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20058^0^120^0^30^1^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^rogue^3^140^0
0^50072^罗格兽ai1_3_1_1^Rogue^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20046^0^120^0^15^1^0^ ^1^0^0^1^1^1^0^302002^0^0^0^0^rogue^3^140^0
0^50073^罗格兽ai1_3_1_2^Rogue^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20046^0^120^0^15^1^0^ ^1^0^0^1^1^1^0^302003^0^0^0^0^rogue^3^140^0
0^50074^罗格兽1_3_3_1^Rogue^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20058^0^120^0^30^1^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^rogue^3^140^0
0^50075^罗格兽^Rogue^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20058^0^120^0^15^1^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^rogue^3^140^0
0^50076^罗格兽1_2_4^Rogue^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20066^0^120^0^30^1^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^rogue^3^140^0
0^50077^罗格兽^Rogue^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20058^0^120^0^10^1^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^rogue^3^140^0
0^50078^近程野蛮人^Salva^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20020^0^70^0^10^1.3^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^salva^3^140^0
0^50079^恐鼠^Rat^2^2^^1^1^0^1^0^move|attack|attakc_b|idle|die^^^^^^0^0^1^1^1^20302^0^70^0^10^3^0^^1^0^0^1^1^1^0^0^0^0^0^0^rat^3^140^0
0^50080^2型变异者2_3_5^Variant2^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20058^0^100^0^80^1.3^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^variant2^3^140^0
0^50081^能量门^Gate^3^3^ ^8^3^1^1^1^idle|die^ ^ ^ ^ ^ ^0^0^1^0^0^0^0^5^0^15^0^0^ ^1^0^0^0^1^1^0^0^0^0^0^0^gate^3^240^0
0^50082^能量门2_1_3^Gate2^3^3^ ^13^3^1^1^1^idle|die^ ^ ^ ^ ^ ^0^0^1^0^0^0^0^1000^0^15^0^0^ ^1^0^0^0^1^1^0^307006^0^0^0^0^gate^3^240^0
0^50083^空白白虎石雕^TigerStone^3^3^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^0^0^300^0^50^0^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^tigerstone^3^140^0
0^50084^能量门2_1_3new^Gate^3^3^ ^13^3^1^1^1^idle|die^ ^ ^ ^ ^ ^0^0^1^0^0^0^0^5^0^15^0^0^ ^1^0^0^0^1^1^0^0^0^0^0^0^gate^3^240^0
0^50085^罗格兽2_2_1^Rogue^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20058^0^120^0^3^1^0^ ^1^0^0^1^1^1^0^306035^0^0^0^0^rogue^3^140^0
0^50086^恐鼠2_2_1^Rat^2^2^^1^1^0^1^0^move|attack|attakc_b|idle|die^^^^^^0^0^1^1^1^20302^0^70^0^20^3^0^^1^0^0^1^1^1^0^306035^0^0^0^0^rat^3^140^0
0^50087^罗格兽2_4_2^Rogue^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20058^0^70^0^30^2^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^rogue^3^140^0
0^50088^能量门^Gate^3^3^ ^8^3^1^1^1^idle|die^ ^ ^ ^ ^ ^0^0^1^0^0^0^0^200^0^15^0^0^ ^1^0^0^0^1^1^0^0^0^0^0^0^gate^3^240^0
0^50089^能量门1_8_4^Gate^3^3^ ^8^3^1^1^1^idle|die^ ^ ^ ^ ^ ^0^0^1^0^0^0^0^400^0^15^0^0^ ^1^0^0^0^1^1^0^0^0^0^0^0^gate^3^240^0
0^50090^能量门1_2_4^Gate^3^3^ ^8^3^1^1^1^idle|die^ ^ ^ ^ ^ ^0^0^1^0^0^0^0^5^0^15^0^0^ ^1^0^0^0^1^1^0^0^0^0^0^0^gate^3^140^0
0^50091^近程野蛮人1_7_3_1^Salva^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20046^0^20^0^80^1^0^ ^1^0^0^1^1^1^0^300023^0^0^0^0^salva^3^140^0
0^50092^近程野蛮人1_7_3_2^Salva^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20046^0^20^0^80^1^0^ ^1^0^0^1^1^1^0^300023^0^0^0^0^salva^3^140^0
0^50093^近程野蛮人1_7_3_3^Salva^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20046^0^20^0^80^1^0^ ^1^0^0^1^1^1^0^300023^0^0^0^0^salva^3^140^0
0^50094^近程野蛮人1_7_3_4^Salva^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20046^0^20^0^80^1^0^ ^1^0^0^1^1^1^0^300023^0^0^0^0^salva^3^140^0
0^50095^空白白虎^Tiger^3^3^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^0^0^300^0^50^0^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^tiger^3^140^0
0^50096^能量门2_6_3^Gate2^3^3^ ^12^3^1^1^1^idle|die^ ^ ^ ^ ^ ^0^0^1^0^0^0^0^400^0^15^0^0^ ^1^0^0^0^1^1^0^0^0^0^0^0^gate^3^140^0
0^50101^原住民枪手^Native1^1^1^^3^3^1^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20025^0^50^0^30^1.5^0^ ^1^0^0^1^1^1^0^300011^0^0^0^0^nativegunman^3^140^0
0^50102^原住民枪手ai1^Native1^1^1^^3^3^1^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20025^0^50^0^25^1.5^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^nativegunman^3^140^0
0^50103^原住民枪手ai1_8_1_1^Native1^1^1^^3^3^1^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20025^0^20^0^15^1^0^ ^1^0^0^1^1^1^0^300024^0^0^0^0^nativegunman^3^140^0
0^50104^原住民枪手ai1_8_5_1^Native1^1^1^^3^3^1^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20025^0^20^0^15^1^0^ ^1^0^0^1^1^1^0^300024^0^0^0^0^nativegunman^3^140^0
0^50105^原住民枪手ai1_2_3_1^Native1^1^1^^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20065^0^50^0^30^3^0^ ^1^0^0^1^1^1^0^302042^0^0^0^0^nativegunman^3^140^0
0^50106^原住民枪手1_2_4^Native1^1^1^^1^1^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20025^0^50^0^30^1.5^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^nativegunman^3^140^0
0^50111^魔法光团^MagicLight^1^1^^1^1^0^0^0^move|idle|say^ ^ ^ ^ ^ ^0^0^1^0^1^0^0^20^0^15^1^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^magiclight^3^140^0
0^50121^自动激光炮^Cannon^2^2^^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20100^0^65^0^30^1^0^ ^1^0^0^1^1^1^0^300024^0^0^0^0^cannon^3^140^0
0^50122^超远自动激光炮^Cannon^2^2^^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20047^0^20^0^300^1^0^ ^1^0^0^1^1^1^0^300037^0^0^0^0^cannon^3^140^0
0^50123^自动激光炮1_5_3^Cannon^2^2^^1^1^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20068^0^65^0^35^1^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^cannon^3^140^0
0^50124^自动激光炮2_1_1^Cannon^2^2^^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20062^0^65^0^30^1^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^cannon^3^140^0
0^50125^超远自动激光炮1_7_2^Cannon^2^2^^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20087^0^20^0^300^1^0^ ^1^0^0^1^1^1^0^300037^0^0^0^0^cannon^3^140^0
0^50126^超远自动激光炮1_8_2^Cannon^2^2^^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20095^0^20^0^300^1^0^ ^1^0^0^1^1^1^0^300037^0^0^0^0^cannon^3^140^0
0^50131^3型变异者^Variant1^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20033^0^300^0^15^1^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^variant3^3^140^0
0^50132^3型变异者^Variant1^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20033^0^300^0^80^1^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^variant3^3^140^0
0^50141^AI触发点^BloodyRabbit^3^3^ ^1^1^0^0^0^idle^ ^ ^ ^ ^ ^0^0^0^0^0^0^0^5000^0^50^0^0^ ^0^0^0^0^0^1^0^0^0^0^0^0^bloodyrabbit^3^140^0
0^50151^1型变异者^Variant1^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20035^0^100^0^15^1^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^variant1^3^140^0
0^50161^2型变异者^Variant2^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20036^0^100^0^15^1^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^variant2^3^140^0
0^50171^近程野蛮人ai1_6_4_1^Salva^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20020^0^20^0^15^1.5^0^ ^1^0^0^1^1^1^0^0^70016^0^0^0^salva^3^140^0
0^50172^builder_1_7_4^Clear^2^2^ ^3^3^0^0^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^0^0^300^0^15^0^0^ ^1^0^0^1^1^1^0^306002^0^0^0^0^clear^3^140^0
0^50173^近程野蛮人1_7_4^Salva^2^2^ ^1^1^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20046^0^500^0^70^1.2^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^salva^3^140^0
0^50174^恐鼠巢穴^Clear^3^3^ ^1^1^0^0^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^0^0^1^0^0^300^0^1^0^0^ ^1^0^0^1^1^1^0^306003^0^0^0^0^clear^3^140^0
0^50175^恐鼠^Rat^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20045^0^70^0^50^2^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^rat^3^140^0
0^50176^强攻远视厚血近程野蛮人^Variant2^2^2^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20081^0^2000^0^80^1.2^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^variant2^3^140^0
0^50177^厚血近程野蛮人^Salva^2^2^ ^3^3^1^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^20020^0^80^0^15^1^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^salva^3^140^0
0^50178^恐鼠巢穴213^Clear^3^3^ ^1^1^0^0^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^0^0^1^0^0^300^0^1^0^0^ ^1^0^0^1^1^1^0^306029^0^0^0^0^clear^3^140^0
0^50179^builder_1_7_4^Clear^2^2^ ^3^3^0^0^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^0^0^300^0^15^0^0^ ^1^0^0^1^1^1^0^306067^0^0^0^0^clear^3^140^0
0^50180^builder_1_7_4^Clear^2^2^ ^3^3^0^0^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^0^0^300^0^15^0^0^ ^1^0^0^1^1^1^0^306068^0^0^0^0^clear^3^140^0
0^50181^印记魔符1_9_2^ImpressSigil^2^2^ ^3^3^0^1^0^idle|say^ ^ ^ ^ ^ ^0^0^1^0^0^0^0^1000^0^50^0^0^ ^1^0^0^0^1^1^0^0^70123^0^0^0^sigil^3^240^0
0^50182^透明雷击陷阱1_9_2^Clear^2^2^ ^3^3^0^0^0^attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^0^1^0^20026^0^2000^0^5^0^0^ ^0^0^0^0^1^1^0^0^70125^0^0^0^clear^3^140^0
0^50183^印记魔符1_9_2^ImpressSigil^2^2^ ^3^3^0^0^0^idle|say^ ^ ^ ^ ^ ^0^0^1^0^0^0^0^1000^0^50^0^0^ ^1^0^0^0^1^1^0^0^70127^0^0^0^sigil^3^240^0
0^50184^透明雷击陷阱1_9_2^Clear^2^2^ ^3^3^0^0^0^attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^0^1^0^20026^0^2000^0^5^0^0^ ^0^0^0^0^1^1^0^0^70129^0^0^0^clear^3^140^0
0^50185^印记魔符1_9_2^ImpressSigil^2^2^ ^3^3^0^1^0^idle|say^ ^ ^ ^ ^ ^0^0^1^0^0^0^0^1000^0^50^0^0^ ^1^0^0^0^1^1^0^0^70131^0^0^0^sigil^3^240^0
0^50186^透明雷击陷阱1_9_2^Clear^2^2^ ^3^3^0^0^0^attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^0^1^0^20026^0^2000^0^5^0^0^ ^0^0^0^0^1^1^0^0^70133^0^0^0^clear^3^140^0
0^50187^空白白虎石雕^TigerStone^3^3^ ^3^3^0^1^0^move|attack|attakc_b|idle|die^ ^ ^ ^ ^ ^0^0^1^1^1^0^0^300^0^50^0^0^ ^1^0^0^1^1^1^0^0^0^0^0^0^tigerstone^3^140^0
